year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1.0,0.19598003417419863,0.36841939057734363,0.3333333333333333,0.5,1.0,0.0,0.12393162393162394,0.6275167785234899,0.3546099290780142,0.625
1.0,0.09715258004144386,0.23684009694762354,0.3333333333333333,0.5,1.0,0.0,0.5427350427350427,0.2932885906040268,0.3475177304964539,0.25
1.0,0.41373544158535314,0.07894494459195946,1.0,0.5,0.0,0.5,0.2435897435897435,0.4610738255033556,0.6702127659574468,0.25
1.0,0.07621439259390408,0.02631322714007142,1.0,0.0,1.0,0.0,0.5598290598290598,0.12550335570469798,0.23758865248226949,0.25
1.0,0.041038686593184825,0.12894507617125306,1.0,0.0,1.0,0.0,0.3846153846153846,0.19261744966442954,0.23758865248226949,0.25
1.0,0.0477388529750665,0.08420811633714825,1.0,0.0,1.0,0.0,0.6282051282051282,0.057718120805369116,0.16666666666666666,0.25
1.0,0.041038686593184825,0.09999763157271467,1.0,0.0,1.0,0.0,0.6282051282051282,0.057718120805369116,0.16666666666666666,0.25
1.0,0.07453951850259322,0.2052610664764907,0.3333333333333333,0.0,1.0,0.0,0.3803418803418802,0.2093959731543624,0.2624113475177305,0.25
0.8,0.04355124898639045,0.07368177284677065,1.0,0.0,1.0,0.0,0.41880341880341876,0.15503355704697988,0.24113475177304963,0.25
1.0,0.04187620739092003,0.08420811633714825,1.0,0.0,1.0,0.0,0.1709401709401709,0.057718120805369116,0.12411347517730496,0.25
0.8,0.03266347861583273,0.11578714680828107,0.6666666666666666,0.0,1.0,0.0,0.6923076923076923,0.12550335570469798,0.20567375886524822,0.25
1.0,0.07118943531165237,0.11052397506309228,1.0,0.0,1.0,0.0,0.2735042735042734,0.19261744966442954,0.2624113475177305,0.25
1.0,0.05376900271876001,0.11841873268087548,1.0,0.0,1.0,0.5,0.41880341880341876,0.15503355704697988,0.24113475177304963,0.25
0.8,0.08458976807541574,0.031576398885260225,1.0,0.0,1.0,0.5,0.2136752136752137,0.3268456375838926,0.3652482269503546,0.25
0.8,0.02428827063848063,0.14605038434311668,1.0,0.0,1.0,0.0,0.3504273504273504,0.12550335570469798,0.23758865248226949,0.25
0.8,0.0829147264799453,0.16183989957868308,1.0,0.0,1.0,0.0,0.3632478632478632,0.19228187919463088,0.2907801418439716,0.25
1.0,0.09547753844597345,0.3947352493032876,0.3333333333333333,0.5,1.0,0.0,0.7051282051282051,0.2093959731543624,0.2624113475177305,0.25
1.0,0.089614892861827,0.1894715512409243,1.0,0.0,0.0,0.0,0.38888888888888895,0.19228187919463088,0.2907801418439716,0.25
0.8,0.015075541863393323,0.1789452077505467,1.0,0.0,1.0,1.0,0.4145299145299145,0.057718120805369116,0.1631205673758865,0.25
1.0,0.11641555838935369,0.2894718143995116,0.3333333333333333,0.5,1.0,0.0,0.5341880341880342,0.25906040268456376,0.3120567375886525,0.25
0.8,0.02596331223395105,0.20262948060389632,1.0,0.0,1.0,0.5,0.5,0.12550335570469798,0.23758865248226949,0.25
0.8,0.02847587462715668,0.26315595567356753,0.3333333333333333,0.5,1.0,0.5,0.37606837606837606,0.2093959731543624,0.3191489361702128,0.25
1.0,0.09799010083917908,0.02631322714007142,1.0,0.5,1.0,0.0,0.4786324786324786,0.19228187919463088,0.28723404255319146,0.25
1.0,0.04020116579544961,0.26315595567356753,1.0,0.5,1.0,1.0,0.22649572649572647,0.19194630872483223,0.25886524822695034,0.5
1.0,0.09715258004144386,0.09210287395493147,1.0,0.5,1.0,0.0,0.4871794871794871,0.19228187919463088,0.29432624113475175,0.25
1.0,0.0996651424346495,0.1842083794957355,0.3333333333333333,0.5,0.0,0.5,0.07264957264957261,0.5218120805369127,0.425531914893617,0.625
1.0,0.06197670653656507,0.013155297777099412,1.0,0.5,1.0,0.5,0.3846153846153846,0.19127516778523487,0.3333333333333333,0.25
1.0,0.1400336448854866,0.09947131439819579,1.0,0.5,1.0,0.0,0.2991452991452991,0.324496644295302,0.42907801418439717,0.25
0.8,0.11222795440067765,0.29999815788988915,1.0,0.5,1.0,0.0,0.18376068376068377,0.39395973154362407,0.5673758865248226,0.25
0.8,0.045226290581860874,0.12631349029865868,1.0,0.5,1.0,0.0,0.24786324786324787,0.18389261744966443,0.23049645390070922,0.25
1.0,0.2797321139477196,0.08420811633714825,0.3333333333333333,0.5,1.0,0.0,0.21794871794871795,0.5218120805369127,0.549645390070922,0.5
1.0,0.057789102547889014,0.26315595567356753,0.3333333333333333,0.5,1.0,0.0,0.3846153846153846,0.2620805369127517,0.24468085106382978,0.25
0.8,0.08241221400130419,0.3947352493032876,0.3333333333333333,0.5,1.0,0.5,0.5256410256410257,0.3214765100671141,0.44680851063829785,0.25
0.8,0.07068675532885171,0.1815767936231411,0.3333333333333333,0.5,1.0,0.0,0.5085470085470085,0.25906040268456376,0.3120567375886525,0.25
0.8,0.045226290581860874,0.26315595567356753,1.0,0.5,1.0,0.5,0.1923076923076923,0.39395973154362407,0.48936170212765956,0.25
1.0,0.07453951850259322,0.03420798475785462,1.0,0.5,1.0,0.0,0.49572649572649574,0.12550335570469798,0.23758865248226949,0.25
1.0,0.125628287164441,0.1578925207697915,0.3333333333333333,0.5,1.0,0.0,0.6111111111111112,0.2093959731543624,0.3120567375886525,0.25
1.0,0.09464001764823823,0.10526080331790347,1.0,0.5,1.0,0.0,0.46153846153846156,0.19228187919463088,0.29432624113475175,0.25
1.0,0.06867687291844674,0.09210287395493147,1.0,0.5,1.0,0.0,0.4487179487179487,0.12550335570469798,0.23758865248226949,0.25
0.8,0.045226290581860874,0.3157876731254556,0.3333333333333333,0.5,1.0,0.5,0.3803418803418802,0.2093959731543624,0.2624113475177305,0.25
1.0,0.06197670653656507,0.1842083794957355,0.3333333333333333,0.5,1.0,1.0,0.4444444444444444,0.2808724832214765,0.29432624113475175,0.25
1.0,0.1859297846013761,0.13157666204384746,0.3333333333333333,0.5,1.0,0.0,0.41025641025641024,0.3214765100671141,0.44680851063829785,0.25
1.0,0.13735357833273393,0.20036368516759254,0.3333333333333333,0.5,1.0,0.0,0.5555555555555556,0.2932885906040268,0.3475177304964539,0.25
0.8,0.05695158175015381,0.4605248961181477,0.3333333333333333,0.5,1.0,0.25,0.39743589743589747,0.2093959731543624,0.25886524822695034,0.25
1.0,0.05360149855921297,0.06578701522898744,1.0,0.5,1.0,0.0,0.5555555555555556,0.12583892617449663,0.23758865248226949,0.25
1.0,0.05527654015468339,0.10526080331790347,1.0,0.5,1.0,0.5,0.5598290598290598,0.12550335570469798,0.23758865248226949,0.25
0.8,0.012562979470187693,0.1710504501327635,1.0,0.5,1.0,0.25,0.4145299145299145,0.057718120805369116,0.1631205673758865,0.25
0.8,0.0996651424346495,0.23684009694762354,0.3333333333333333,0.5,1.0,0.5,0.4572649572649572,0.2093959731543624,0.3120567375886525,0.5
0.8,0.01758810425659895,0.2105242382216795,1.0,0.5,1.0,0.5,0.3376068376068375,0.15503355704697988,0.21985815602836878,0.25
1.0,0.11222795440067765,0.2894718143995116,0.3333333333333333,0.5,1.0,0.5,0.4572649572649572,0.2093959731543624,0.3120567375886525,0.5
1.0,0.11055291280520724,0.003426324806117911,1.0,0.0,1.0,0.0,0.33333333333333337,0.19261744966442954,0.3049645390070922,0.25
1.0,0.66080407691724,0.08368179916262938,0.3333333333333333,0.0,0.0,0.0,0.2991452991452991,0.45100671140939597,0.6666666666666666,0.25
1.0,0.8576214643850143,0.05262908586601543,1.0,0.0,0.0,0.0,0.5256410256410257,0.6251677852348992,0.7588652482269503,0.25
1.0,0.5309883532682825,0.11841873268087548,0.3333333333333333,0.0,0.0,0.0,0.39743589743589747,0.46140939597315433,0.6276595744680851,0.25
1.0,0.6817420968606203,0.04473432824823223,1.0,0.5,0.0,0.0,0.3803418803418802,1.0,0.9929078014184397,0.25
1.0,0.748743760679437,0.05526067173860984,0.3333333333333333,0.0,0.0,0.0,0.11965811965811968,0.46140939597315433,0.524822695035461,0.5
1.0,0.9999999999999999,0.09736604570012027,0.3333333333333333,0.0,0.0,0.0,0.1495726495726496,0.7929530201342281,0.900709219858156,0.25
1.0,0.6298158074010373,0.07762915165566225,0.3333333333333333,0.0,0.0,0.0,0.5299145299145298,0.46006711409395973,0.6631205673758865,0.25
1.0,0.35510898574388844,0.07105018697417625,0.3333333333333333,0.0,0.0,0.0,0.3803418803418802,0.2093959731543624,0.2624113475177305,0.25
1.0,0.9664991680905916,0.01973426245858542,0.3333333333333333,0.0,0.0,0.0,0.2863247863247863,0.46006711409395973,0.6737588652482269,0.25
1.0,0.30737013276882197,0.13157666204384746,1.0,0.0,0.0,0.0,0.19658119658119655,0.39395973154362407,0.6276595744680851,0.25
1.0,0.4472362734947615,0.09210287395493147,0.3333333333333333,0.0,0.0,0.0,0.2136752136752137,0.5097315436241611,0.7234042553191489,0.25
1.0,0.2881073219250717,0.049997499993421034,1.0,0.0,0.0,0.0,0.16666666666666663,0.2775167785234899,0.5,0.25
1.0,0.12814084955764662,0.10789238919049787,1.0,0.0,0.0,0.0,0.3418803418803419,0.2929530201342282,0.4148936170212766,0.25
0.8,0.0996651424346495,0.10262921744530906,1.0,0.0,0.0,0.0,0.1794871794871794,0.39395973154362407,0.48936170212765956,0.25
1.0,0.5644891851776909,0.057892257611204236,0.3333333333333333,0.0,0.0,0.0,0.3418803418803419,0.45134228187919456,0.6737588652482269,0.25
1.0,0.43886106551740944,0.13947141966163068,0.3333333333333333,0.0,0.0,0.0,0.08547008547008539,0.7862416107382549,0.8546099290780141,0.5
1.0,0.08458976807541574,0.10526080331790347,0.3333333333333333,0.0,1.0,0.0,0.6923076923076923,0.2093959731543624,0.3120567375886525,0.25
1.0,0.9748743760679437,0.12368190442606428,0.3333333333333333,0.0,0.0,0.0,0.1495726495726496,0.7929530201342281,1.0,0.25
0.8,0.15829159827611416,0.1899978684154432,1.0,0.0,0.0,0.5,0.03418803418803418,0.6285234899328859,0.5319148936170213,0.25
1.0,0.12981589115311704,0.13131350345658804,1.0,0.0,1.0,0.0,0.2692307692307693,0.3936241610738255,0.5212765957446809,0.25
1.0,0.4346734615287334,0.02368164126747702,0.3333333333333333,0.0,0.0,0.0,0.15384615384615385,0.46140939597315433,0.6276595744680851,0.25
1.0,0.1308209161103993,0.028944813012665823,1.0,0.0,1.0,0.0,0.2991452991452991,0.19261744966442954,0.3829787234042553,0.25
0.8,0.057789102547889014,0.12894507617125306,1.0,0.5,1.0,0.0,0.2136752136752137,0.3268456375838926,0.3652482269503546,0.25
0.8,0.08710233046862137,0.24999802631059553,1.0,0.5,1.0,0.0,0.2692307692307693,0.3936241610738255,0.5212765957446809,0.25
1.0,0.10301522562559035,0.028944813012665823,1.0,0.0,0.0,0.0,0.18376068376068377,0.3268456375838926,0.3652482269503546,0.25
1.0,0.4221106495627052,0.04736591412082663,1.0,0.0,0.0,0.0,0.2136752136752137,0.458724832214765,0.648936170212766,0.25
1.0,0.09531003428642643,0.12131347714072932,1.0,0.0,1.0,0.0,0.2564102564102564,0.2513422818791946,0.32978723404255317,0.5
1.0,0.4472362734947615,0.042102742375637825,1.0,0.0,0.0,0.0,0.2008547008547008,0.458724832214765,0.6418439716312057,0.25
1.0,0.14154118232141,0.04736591412082663,1.0,0.0,0.0,0.0,0.23931623931623924,0.2929530201342282,0.41134751773049644,0.25
1.0,0.14489109800819128,0.02540269842815376,1.0,0.0,0.0,0.0,0.405982905982906,0.19228187919463088,0.28723404255319146,0.25
0.8,0.02428827063848063,0.028944813012665823,1.0,0.0,1.0,0.0,0.5940170940170939,0.12550335570469798,0.23758865248226949,0.25
0.8,0.05192645696374255,0.06394490511817137,1.0,0.0,1.0,0.0,0.4786324786324786,0.19228187919463088,0.28723404255319146,0.25
1.0,0.25041888602698725,0.11095292356032516,0.3333333333333333,0.0,0.0,0.5,0.05555555555555558,0.7151006711409396,0.6063829787234042,0.5
1.0,0.16666680625346628,0.021050055394882618,0.3333333333333333,0.0,0.0,0.0,0.4914529914529915,0.2929530201342282,0.3829787234042553,0.25
1.0,0.35510898574388844,0.07894494459195946,0.3333333333333333,0.0,0.0,0.0,0.5384615384615385,0.46006711409395973,0.6737588652482269,0.25
1.0,0.31323294585712796,0.10789238919049787,1.0,0.0,0.0,0.0,0.38888888888888895,0.6275167785234899,0.5567375886524822,0.25
1.0,0.4807371054041699,0.031576398885260225,0.3333333333333333,0.0,0.0,0.0,0.34615384615384615,0.46006711409395973,0.6737588652482269,0.25
0.8,0.07035191451391717,0.1868399653683299,1.0,0.0,0.0,0.0,0.08974358974358976,0.5832214765100671,0.5815602836879432,0.25
1.0,0.13735357833273393,0.05262908586601543,1.0,0.5,1.0,0.0,0.3205128205128205,0.2513422818791946,0.3226950354609929,0.5
0.8,0.045226290581860874,0.26315595567356753,0.3333333333333333,0.5,1.0,0.5,0.4487179487179487,0.3268456375838926,0.3652482269503546,0.25
1.0,0.09128993445729741,0.024997434203774222,1.0,0.5,1.0,0.0,0.34615384615384615,0.19194630872483223,0.3049645390070922,0.25
0.8,0.021775708245275,0.3157876731254556,0.3333333333333333,0.5,1.0,0.0,0.4273504273504274,0.2600671140939598,0.24113475177304963,0.25
1.0,0.08123968488447489,0.0963134113510825,1.0,0.5,1.0,0.0,0.4444444444444444,0.19228187919463088,0.28723404255319146,0.25
1.0,0.060301664941094645,0.13157666204384746,1.0,0.5,0.0,0.5,0.4487179487179487,0.12550335570469798,0.23758865248226949,0.25
1.0,0.08710233046862137,0.03683957063044902,1.0,0.5,1.0,0.5,0.36752136752136755,0.19228187919463088,0.28723404255319146,0.25
0.4,0.0016752090996299662,0.10526080331790347,1.0,0.5,1.0,0.5,0.26068376068376076,0.057718120805369116,0.13120567375886524,0.125
0.8,0.031825957818097515,0.3157876731254556,0.3333333333333333,0.5,1.0,0.0,0.47435897435897445,0.2093959731543624,0.25886524822695034,0.25
1.0,0.0661643105252411,0.1842083794957355,1.0,0.5,1.0,0.0,0.3803418803418802,0.19228187919463088,0.2907801418439716,0.25
1.0,0.07537703930032844,0.03420798475785462,1.0,0.5,1.0,0.0,0.4017094017094016,0.12583892617449663,0.26595744680851063,0.25
1.0,0.06197670653656507,0.1578925207697915,1.0,0.5,1.0,0.5,0.3803418803418802,0.19228187919463088,0.2907801418439716,0.25
1.0,0.07654956841715771,0.09210287395493147,1.0,0.5,1.0,0.0,0.38888888888888895,0.19228187919463088,0.30141843971631205,0.25
1.0,0.05963164830290648,0.11578714680828107,1.0,0.5,1.0,0.5,0.38888888888888895,0.19228187919463088,0.2907801418439716,0.25
0.6000000000000001,0.011725458672452484,0.3157876731254556,1.0,0.5,1.0,0.5,0.1282051282051282,0.2916107382550335,0.3546099290780142,0.25
0.8,0.045226290581860874,0.1578925207697915,0.3333333333333333,0.5,1.0,0.0,0.4871794871794871,0.2483221476510067,0.30851063829787234,0.25
0.4,0.011725458672452484,0.1578925207697915,1.0,0.5,1.0,0.0,0.3632478632478632,0.057718120805369116,0.1879432624113475,0.25
1.0,0.2881073219250717,0.07894494459195946,0.3333333333333333,0.5,1.0,0.5,0.1282051282051282,0.7912751677852348,0.5957446808510638,0.5
1.0,0.07035191451391717,0.03947115650304343,1.0,0.5,1.0,0.5,0.34615384615384615,0.19261744966442954,0.2907801418439716,0.375
1.0,0.07705208089579885,0.23684009694762354,0.3333333333333333,0.5,1.0,0.0,0.5512820512820512,0.2093959731543624,0.2624113475177305,0.25
0.8,0.05276397776147776,0.12368190442606428,1.0,0.5,1.0,0.5,0.2991452991452991,0.2929530201342282,0.41843971631205673,0.25
0.6000000000000001,0.009212896279246853,0.23684009694762354,1.0,0.5,1.0,0.0,0.31196581196581197,0.12382550335570472,0.2127659574468085,0.25
0.8,0.03098843702036231,0.3173666246490122,1.0,0.5,1.0,0.5,0.3803418803418802,0.12550335570469798,0.23758865248226949,0.25
0.8,0.04857637377280171,0.26315595567356753,1.0,0.5,1.0,1.0,0.2649572649572649,0.3271812080536912,0.3652482269503546,0.25
1.0,0.07202678860522804,0.1578925207697915,1.0,0.5,1.0,0.5,0.46153846153846156,0.19228187919463088,0.29432624113475175,0.25
